   1   0.00000   0.28567   0.07295   0.41577   0.22561
   2   0.00000   0.28639   0.07139   0.41623   0.22599
   3   0.00000   0.28418   0.07994   0.41284   0.22304
   4   0.00000   0.28506   0.08005   0.41232   0.22257
   5   0.00000   0.28432   0.08569   0.40965   0.22034
   6   0.00000   0.28663   0.08233   0.41011   0.22092
   7   0.00000   0.28707   0.08474   0.40839   0.21980
   8   0.00000   0.29033   0.07865   0.40966   0.22135
   9   0.00000   0.29204   0.07753   0.40911   0.22132
  10   0.00000   0.29565   0.07109   0.41048   0.22278
  11   0.00000   0.29728   0.07102   0.40965   0.22205
  12   0.00000   0.29932   0.06984   0.40940   0.22144
  13   0.00000   0.30178   0.06722   0.40990   0.22110
  14   0.00000   0.30347   0.06643   0.40998   0.22012
  15   0.00000   0.30621   0.06188   0.41163   0.22028
  16   0.00000   0.30639   0.06445   0.41088   0.21827
  17   0.00000   0.30902   0.05920   0.41308   0.21870
  18   0.00000   0.30978   0.05917   0.41352   0.21754
  19   0.00000   0.31108   0.05706   0.41486   0.21701
  20   0.00000   0.31223   0.05480   0.41644   0.21653
  21   0.00000   0.31234   0.05492   0.41734   0.21541
  22   0.00000   0.31356   0.05065   0.41989   0.21590
  23   0.00000   0.31245   0.05202   0.42022   0.21531
  24   0.00000   0.30973   0.05624   0.41902   0.21501
  25   0.00000   0.30350   0.06734   0.41479   0.21437
  26   0.01168   0.28919   0.08355   0.40495   0.21063
  27   0.05273   0.26710   0.09185   0.38202   0.20630
  28   0.13871   0.23301   0.09187   0.33683   0.19958
  29   0.27203   0.18948   0.07557   0.26902   0.19390
  30   0.44641   0.13122   0.05610   0.18288   0.18339
  31   0.62933   0.07503   0.03918   0.10237   0.15409
  32   0.78760   0.03373   0.02754   0.04065   0.11047
  33   0.89509   0.01457   0.01635   0.01324   0.06075
  34   0.95640   0.00629   0.00656   0.00240   0.02835
  35   0.98579   0.00145   0.00139   0.00134   0.01003
  36   0.99523   0.00000   0.00000   0.00000   0.00477
  37   0.99750   0.00000   0.00000   0.00000   0.00250
  38   0.99755   0.00000   0.00000   0.00000   0.00245
  39   0.99808   0.00000   0.00000   0.00000   0.00192
  40   0.99854   0.00000   0.00000   0.00000   0.00146
  41   0.99869   0.00000   0.00001   0.00000   0.00131
  42   0.99855   0.00000   0.00001   0.00000   0.00144
  43   0.99828   0.00000   0.00003   0.00000   0.00169
  44   0.99813   0.00000   0.00004   0.00000   0.00182
  45   0.99819   0.00000   0.00006   0.00000   0.00175
  46   0.99846   0.00000   0.00007   0.00000   0.00147
  47   0.99881   0.00000   0.00007   0.00000   0.00112
  48   0.99916   0.00000   0.00007   0.00000   0.00077
  49   0.99945   0.00000   0.00006   0.00000   0.00049
  50   0.99967   0.00000   0.00004   0.00000   0.00029
  51   0.99982   0.00000   0.00003   0.00000   0.00015
  52   0.99990   0.00000   0.00003   0.00000   0.00007
  53   0.99994   0.00000   0.00003   0.00000   0.00003
  54   0.99996   0.00000   0.00003   0.00000   0.00001
  55   0.99996   0.00000   0.00003   0.00000   0.00000
  56   0.99997   0.00000   0.00003   0.00000   0.00000
  57   0.99998   0.00000   0.00002   0.00000   0.00000
  58   0.99998   0.00000   0.00002   0.00000   0.00000
  59   0.99999   0.00000   0.00001   0.00000   0.00000
  60   1.00000   0.00000   0.00000   0.00000   0.00000
  61   1.00000   0.00000   0.00000   0.00000   0.00000
  62   1.00000   0.00000   0.00000   0.00000   0.00000
  63   1.00000   0.00000   0.00000   0.00000   0.00000
  64   1.00000   0.00000   0.00000   0.00000   0.00000
  65   1.00000   0.00000   0.00000   0.00000   0.00000
  66   1.00000   0.00000   0.00000   0.00000   0.00000
  67   1.00000   0.00000   0.00000   0.00000   0.00000
  68   1.00000   0.00000   0.00000   0.00000   0.00000
  69   1.00000   0.00000   0.00000   0.00000   0.00000
  70   1.00000   0.00000   0.00000   0.00000   0.00000
  71   1.00000   0.00000   0.00000   0.00000   0.00000
  72   1.00000   0.00000   0.00000   0.00000   0.00000
  73   1.00000   0.00000   0.00000   0.00000   0.00000
  74   1.00000   0.00000   0.00000   0.00000   0.00000
  75   1.00000   0.00000   0.00000   0.00000   0.00000
  76   1.00000   0.00000   0.00000   0.00000   0.00000
  77   1.00000   0.00000   0.00000   0.00000   0.00000
